Id,PID,MS SubClass,MS Zoning,Lot Frontage,Lot Area,Street,Alley,Lot Shape,Land Contour,Utilities,Lot Config,Land Slope,Neighborhood,Condition 1,Condition 2,Bldg Type,House Style,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Roof Style,Roof Matl,Exterior 1st,Exterior 2nd,Mas Vnr Type,Mas Vnr Area,Exter Qual,Exter Cond,Foundation,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin SF 1,BsmtFin Type 2,BsmtFin SF 2,Bsmt Unf SF,Total Bsmt SF,Heating,Heating QC,Central Air,Electrical,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,Bsmt Full Bath,Bsmt Half Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Functional,Fireplaces,Fireplace Qu,Garage Type,Garage Yr Blt,Garage Finish,Garage Cars,Garage Area,Garage Qual,Garage Cond,Paved Drive,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Pool Area,Pool QC,Fence,Misc Feature,Misc Val,Mo Sold,Yr Sold,Sale Type,SalePrice
1044,527451290,160,RM,21.0,1680,Pave,No Alley Access,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,6,5,1971,1971,Gable,CompShg,HdBoard,HdBoard,BrkFace,232.0,3,3,CBlock,3,3,1,ALQ,387.0,Unf,0.0,96.0,483.0,GasA,3,Y,SBrkr,483,504,0,987,0.0,0.0,1,1,2,1,3,4,7,0,0,Detchd,1971.0,1,1.0,264.0,3,3,Y,0,0,0,0,0,0,0,No Fence,None,0,7,2008,COD,85400
2752,906380150,20,RL,64.0,7488,Pave,No Alley Access,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,3,GLQ,393.0,Unf,0.0,815.0,1208.0,GasA,5,Y,SBrkr,1208,0,0,1208,0.0,0.0,2,0,2,1,4,6,7,0,0,Attchd,2005.0,2,2.0,632.0,3,3,Y,105,58,0,0,0,0,0,No Fence,None,0,2,2006,WD ,183600
807,906226060,70,RL,120.0,26400,Pave,No Alley Access,Reg,Bnk,AllPub,FR2,Gtl,SawyerW,Feedr,Norm,1Fam,2Story,5,7,1880,2007,Gable,CompShg,HdBoard,HdBoard,None,0.0,4,3,PConc,0,0,0,No Basement,0.0,No Basement,0.0,0.0,0.0,GasA,5,Y,SBrkr,1288,728,0,2016,0.0,0.0,1,0,4,1,3,7,4,1,3,Attchd,1900.0,1,2.0,576.0,3,3,P,0,0,0,0,0,0,0,No Fence,None,0,6,2009,WD ,131000
1177,533236070,160,FV,24.0,2645,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,Twnhs,2Story,8,5,1999,2000,Gable,CompShg,MetalSd,MetalSd,BrkFace,456.0,4,3,PConc,4,3,1,GLQ,813.0,Unf,0.0,147.0,960.0,GasA,5,Y,SBrkr,962,645,0,1607,1.0,0.0,2,1,3,1,4,7,7,0,0,Detchd,2000.0,1,2.0,480.0,3,3,Y,169,0,0,0,0,0,0,No Fence,None,0,12,2008,ConLD,200000
1480,907418040,20,RL,74.0,9627,Pave,No Alley Access,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,3,GLQ,24.0,Unf,0.0,1327.0,1351.0,GasA,5,Y,SBrkr,1361,0,0,1361,0.0,0.0,2,0,3,1,4,6,7,0,0,Attchd,2007.0,2,2.0,610.0,3,3,Y,0,50,0,0,0,0,0,No Fence,None,0,6,2008,WD ,193000
324,923202105,20,RL,93.0,10114,Pave,No Alley Access,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1Story,5,5,2004,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,PConc,5,3,3,Unf,0.0,Unf,0.0,1430.0,1430.0,GasA,5,Y,SBrkr,1430,0,0,1430,0.0,0.0,2,0,3,1,4,7,7,0,0,Attchd,2004.0,2,2.0,624.0,3,3,Y,0,0,0,0,0,0,0,No Fence,None,0,3,2010,WD ,173500
1311,902301140,70,RM,34.0,4571,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,5,5,1916,1950,Gable,CompShg,AsbShng,AsbShng,None,0.0,3,3,BrkTil,3,3,1,Unf,0.0,Unf,0.0,624.0,624.0,GasA,2,N,SBrkr,624,720,0,1344,0.0,0.0,1,0,4,1,3,7,7,0,0,Detchd,1916.0,1,3.0,513.0,2,2,Y,0,0,96,0,0,0,0,No Fence,None,0,5,2008,COD,98000
770,905101490,20,RL,80.0,8816,Pave,No Alley Access,Reg,Lvl,AllPub,Corner,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,5,6,1963,1963,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,PConc,3,3,1,Rec,651.0,Unf,0.0,470.0,1121.0,GasA,3,Y,SBrkr,1121,0,0,1121,1.0,0.0,1,0,3,1,3,5,7,0,0,Detchd,1963.0,1,2.0,480.0,3,3,Y,0,80,0,0,0,0,0,MnPrv,None,0,6,2009,WD ,139000
2063,905107140,20,RL,71.0,8197,Pave,No Alley Access,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,6,5,1977,1977,Gable,CompShg,Plywood,Plywood,BrkFace,148.0,3,3,CBlock,3,3,1,Unf,0.0,Unf,0.0,660.0,660.0,GasA,5,Y,SBrkr,1285,0,0,1285,0.0,0.0,1,1,3,1,3,7,7,1,3,Attchd,1977.0,2,2.0,528.0,3,3,Y,138,0,0,0,0,0,0,MnPrv,None,0,4,2007,WD ,143500
69,528458070,60,FV,72.0,8640,Pave,No Alley Access,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,5,2009,2009,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,PConc,4,3,2,GLQ,24.0,Unf,0.0,732.0,756.0,GasA,5,Y,SBrkr,764,783,0,1547,0.0,0.0,2,1,3,1,4,7,7,0,0,Attchd,2009.0,1,2.0,614.0,3,3,Y,169,45,0,0,0,0,0,No Fence,None,0,6,2010,Con,215200
2062,905106150,20,RL,109.0,8724,Pave,No Alley Access,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,5,1968,1968,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,CBlock,4,3,1,BLQ,492.0,Unf,0.0,402.0,894.0,GasA,4,Y,SBrkr,894,0,0,894,0.0,0.0,1,0,3,1,3,5,7,1,1,Attchd,1968.0,3,2.0,450.0,3,3,Y,0,0,0,0,0,0,0,No Fence,None,0,5,2007,WD ,129000
351,527131030,120,RL,40.0,5664,Pave,No Alley Access,IR1,Lvl,AllPub,Inside,Gtl,StoneBr,Norm,Norm,TwnhsE,1Story,8,5,2000,2000,Gable,CompShg,CemntBd,CmentBd,None,0.0,4,3,PConc,4,3,1,GLQ,1158.0,Unf,0.0,343.0,1501.0,GasA,5,Y,SBrkr,1659,0,0,1659,1.0,0.0,2,0,2,1,5,5,7,1,5,Attchd,2000.0,3,2.0,499.0,3,3,Y,212,59,0,0,0,0,0,No Fence,None,0,10,2009,WD ,278000
2393,528142010,60,RL,103.0,12867,Pave,No Alley Access,IR1,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,5,2005,2006,Gable,CompShg,CemntBd,CmentBd,None,0.0,4,3,PConc,5,3,3,Unf,0.0,Unf,0.0,1209.0,1209.0,GasA,5,Y,SBrkr,1209,1044,0,2253,0.0,0.0,2,1,3,1,5,8,7,1,4,Attchd,2005.0,3,2.0,575.0,3,3,Y,243,142,0,0,0,0,0,No Fence,None,0,7,2006,New,344133
12,527165230,20,RL,0.0,7980,Pave,No Alley Access,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,1Story,6,7,1992,2007,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,4,PConc,4,3,1,ALQ,935.0,Unf,0.0,233.0,1168.0,GasA,5,Y,SBrkr,1187,0,0,1187,1.0,0.0,2,0,3,1,3,6,7,0,0,Attchd,1992.0,3,2.0,420.0,3,3,Y,483,21,0,0,0,0,0,GdPrv,Shed,500,3,2010,WD ,185000
2339,527250040,190,RL,100.0,34650,Pave,No Alley Access,Reg,Bnk,AllPub,Inside,Gtl,Gilbert,Norm,Norm,2fmCon,1Story,5,5,1955,1955,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,CBlock,3,3,2,Rec,1056.0,Unf,0.0,0.0,1056.0,GasA,3,N,SBrkr,1056,0,0,1056,1.0,0.0,1,0,3,1,3,5,7,0,0,Attchd,1955.0,3,2.0,572.0,3,3,Y,264,0,0,0,0,0,0,No Fence,None,0,1,2006,WD ,145000
624,535104120,20,RL,92.0,10573,Pave,No Alley Access,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,1961,1961,Hip,CompShg,MetalSd,MetalSd,BrkFace,3.0,3,3,CBlock,3,3,1,Rec,1312.0,Unf,0.0,141.0,1453.0,GasA,5,Y,SBrkr,1453,0,0,1453,1.0,0.0,2,0,3,1,3,6,7,1,3,Attchd,1961.0,2,2.0,530.0,3,3,Y,0,49,0,0,288,0,0,GdPrv,None,0,4,2009,WD ,187500
86,532376160,20,RL,65.0,8450,Pave,No Alley Access,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,RRAe,Norm,1Fam,1Story,5,8,1965,2009,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,4,CBlock,3,3,1,GLQ,553.0,BLQ,117.0,224.0,894.0,GasA,5,Y,SBrkr,894,0,0,894,1.0,0.0,1,0,3,1,3,5,7,1,4,Detchd,1973.0,1,1.0,336.0,3,3,Y,416,144,0,0,0,0,0,MnPrv,None,0,4,2010,WD ,138500
1534,909277040,50,RL,0.0,11700,Pave,Grvl,IR1,HLS,AllPub,Inside,Mod,Crawfor,Norm,Norm,1Fam,1.5Fin,5,6,1937,1995,Gable,CompShg,WdShing,Wd Shng,None,0.0,3,3,CBlock,3,3,1,BLQ,606.0,Unf,0.0,336.0,942.0,GasA,5,Y,SBrkr,1265,673,0,1938,0.0,0.0,2,0,4,1,4,7,5,1,4,Detchd,1937.0,1,1.0,240.0,3,3,Y,0,40,0,0,0,0,0,No Fence,None,0,7,2008,WD ,198000
2243,911103060,190,C (all),75.0,8250,Pave,No Alley Access,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Feedr,Norm,2fmCon,2Story,5,6,1895,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,4,CBlock,3,3,1,Unf,0.0,Unf,0.0,957.0,957.0,GasA,2,N,SBrkr,1034,957,0,1991,0.0,0.0,2,0,4,2,3,9,7,0,0,No Garage,No Garage,0,0.0,0.0,0,0,N,0,0,133,0,0,0,0,No Fence,None,0,6,2007,WD ,119600
1957,535450190,50,RL,60.0,8064,Pave,No Alley Access,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Artery,Norm,1Fam,1.5Fin,5,7,1949,2006,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,4,CBlock,3,3,2,Unf,0.0,Unf,0.0,672.0,672.0,GasA,5,Y,SBrkr,672,252,0,924,0.0,0.0,1,0,3,1,3,6,7,1,1,Detchd,2003.0,1,2.0,576.0,3,3,Y,0,0,0,0,0,0,0,MnPrv,Shed,2000,7,2007,WD ,122900
380,527355150,20,RL,80.0,9600,Pave,No Alley Access,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,PosN,Norm,1Fam,1Story,8,5,1981,1981,Hip,WdShngl,BrkFace,BrkFace,None,0.0,4,3,PConc,4,3,1,ALQ,1104.0,Unf,0.0,1420.0,2524.0,GasA,3,Y,SBrkr,2524,0,0,2524,1.0,0.0,2,1,4,1,4,9,7,1,4,Attchd,1981.0,3,2.0,542.0,3,3,Y,474,120,0,0,0,0,0,MnPrv,None,0,7,2009,WD ,278000
2860,909276010,70,RL,0.0,11435,Pave,No Alley Access,IR1,HLS,AllPub,Corner,Mod,Crawfor,Norm,Norm,1Fam,2Story,8,7,1929,1950,Gable,CompShg,BrkFace,Stucco,None,0.0,3,3,PConc,4,3,1,Unf,0.0,Unf,0.0,792.0,792.0,GasA,2,Y,SBrkr,792,725,0,1517,0.0,0.0,1,0,3,1,4,7,7,2,4,Detchd,1931.0,1,2.0,400.0,3,3,Y,0,0,0,0,0,0,0,No Fence,None,0,6,2006,WD ,230000
2517,533250130,120,RL,30.0,9549,Pave,No Alley Access,IR1,Lvl,AllPub,CulDSac,Gtl,Veenker,Norm,Norm,TwnhsE,1Story,8,5,1995,1996,Hip,CompShg,BrkFace,BrkFace,None,0.0,4,4,PConc,4,4,3,LwQ,437.0,GLQ,1057.0,0.0,1494.0,GasA,5,Y,SBrkr,1494,0,0,1494,1.0,0.0,1,1,2,1,5,6,7,1,4,Attchd,1995.0,3,2.0,481.0,3,3,Y,0,30,0,0,216,0,0,No Fence,None,0,4,2006,WD ,270000
1933,535302070,20,RL,60.0,10950,Pave,No Alley Access,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,1952,1952,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,CBlock,3,3,1,ALQ,441.0,Unf,0.0,507.0,948.0,GasA,3,Y,SBrkr,948,0,0,948,0.0,0.0,1,0,2,1,3,5,7,0,0,Detchd,1952.0,1,2.0,410.0,3,3,N,0,48,0,0,0,0,0,No Fence,None,0,4,2007,WD ,125000
820,906340110,20,RL,79.0,10637,Pave,No Alley Access,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,8,5,2007,2008,Hip,CompShg,VinylSd,VinylSd,Stone,336.0,4,3,PConc,5,3,4,GLQ,1288.0,Unf,0.0,417.0,1705.0,GasA,5,Y,SBrkr,1718,0,0,1718,1.0,0.0,2,0,3,1,4,7,7,1,4,Attchd,2007.0,2,3.0,826.0,3,3,Y,208,44,0,0,0,0,0,No Fence,None,0,9,2009,WD ,297000
675,535426150,20,RL,80.0,9000,Pave,No Alley Access,IR1,HLS,AllPub,Inside,Mod,NAmes,Norm,Norm,1Fam,1Story,6,6,1958,1958,Flat,Tar&Grv,Wd Sdng,Wd Sdng,BrkFace,82.0,3,3,CBlock,4,3,4,Unf,0.0,Unf,0.0,160.0,160.0,GasA,2,Y,SBrkr,1142,0,0,1142,0.0,0.0,1,0,2,1,3,5,7,1,4,Basment,1958.0,2,1.0,384.0,3,3,Y,0,28,64,0,0,0,0,No Fence,None,0,4,2009,WD ,113500
2910,923225240,160,RM,41.0,2665,Pave,No Alley Access,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,TwnhsE,2Story,5,6,1977,1977,Gable,CompShg,CemntBd,CmentBd,None,0.0,3,3,PConc,3,3,1,ALQ,548.0,Rec,173.0,36.0,757.0,GasA,5,Y,SBrkr,925,550,0,1475,0.0,0.0,2,0,4,1,3,6,7,1,3,Attchd,1977.0,2,1.0,336.0,3,3,Y,104,26,0,0,0,0,0,No Fence,None,0,7,2006,WD ,127000
21,527358140,20,RL,105.0,11751,Pave,No Alley Access,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,6,1977,1977,Hip,CompShg,Plywood,Plywood,BrkFace,480.0,3,3,CBlock,4,3,1,BLQ,705.0,Unf,0.0,1139.0,1844.0,GasA,5,Y,SBrkr,1844,0,0,1844,0.0,0.0,2,0,3,1,3,7,7,1,3,Attchd,1977.0,2,2.0,546.0,3,3,Y,0,122,0,0,0,0,0,MnPrv,None,0,1,2010,COD,190000
1873,534177210,20,RL,80.0,9600,Pave,No Alley Access,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,7,6,1973,1973,Hip,CompShg,HdBoard,HdBoard,BrkFace,320.0,3,3,CBlock,3,3,1,ALQ,916.0,Unf,0.0,326.0,1242.0,GasA,2,Y,SBrkr,1242,0,0,1242,0.0,0.0,1,1,3,1,3,6,7,1,3,Attchd,1973.0,1,2.0,528.0,3,3,Y,0,0,0,0,0,0,0,No Fence,None,0,9,2007,WD ,175500
2125,907135050,20,RL,60.0,8428,Pave,No Alley Access,IR2,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,7,1994,1994,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,4,PConc,4,4,1,GLQ,420.0,Unf,0.0,570.0,990.0,GasA,5,Y,SBrkr,990,0,0,990,1.0,0.0,1,0,3,1,3,5,7,0,0,Detchd,1995.0,1,1.0,384.0,3,3,Y,256,0,0,0,0,0,0,No Fence,None,0,7,2007,WD ,146000
1489,908102260,20,RL,75.0,9937,Pave,No Alley Access,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,6,1965,1965,Gable,CompShg,HdBoard,HdBoard,None,0.0,4,3,CBlock,3,3,1,BLQ,830.0,LwQ,290.0,136.0,1256.0,GasA,4,Y,SBrkr,1256,0,0,1256,1.0,0.0,1,1,3,1,3,6,7,0,0,Attchd,1965.0,3,1.0,276.0,3,3,Y,736,68,0,0,0,0,0,No Fence,None,0,6,2008,WD ,147500
2383,528110050,20,RL,107.0,13891,Pave,No Alley Access,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,10,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,5,3,PConc,5,4,4,GLQ,1386.0,Unf,0.0,690.0,2076.0,GasA,5,Y,SBrkr,2076,0,0,2076,1.0,0.0,2,1,2,1,5,7,7,1,4,Attchd,2006.0,3,3.0,850.0,3,3,Y,216,229,0,0,0,0,0,No Fence,None,0,9,2006,New,465000
983,923275040,85,RL,0.0,9101,Pave,No Alley Access,IR1,Lvl,AllPub,Corner,Gtl,Mitchel,Norm,Norm,1Fam,SFoyer,5,6,1978,1978,Gable,CompShg,Plywood,Plywood,BrkFace,104.0,3,4,PConc,4,3,3,GLQ,1097.0,Unf,0.0,0.0,1097.0,GasA,5,Y,SBrkr,1110,0,0,1110,1.0,0.0,1,0,1,1,4,4,7,1,3,Attchd,1978.0,3,2.0,602.0,3,3,Y,303,30,0,0,0,0,0,No Fence,None,0,7,2009,WD ,165500
1325,902406090,50,RM,81.0,12150,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,5,5,1954,1954,Gable,CompShg,MetalSd,MetalSd,BrkFace,335.0,3,3,BrkTil,3,3,1,Unf,0.0,Unf,0.0,1050.0,1050.0,GasA,5,N,FuseF,1050,745,0,1795,0.0,0.0,2,0,4,1,3,7,7,0,0,Attchd,1954.0,1,1.0,352.0,2,3,Y,0,0,0,0,0,0,0,No Fence,None,0,11,2008,WD ,131500
1378,905102170,20,RL,70.0,11200,Pave,No Alley Access,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,5,1965,1965,Hip,CompShg,HdBoard,HdBoard,None,0.0,3,3,CBlock,3,3,1,Rec,906.0,Unf,0.0,134.0,1040.0,GasA,5,Y,SBrkr,1040,0,0,1040,1.0,0.0,1,0,3,1,3,5,7,0,0,Detchd,1965.0,1,1.0,384.0,3,3,Y,0,0,0,0,0,0,0,No Fence,None,0,2,2008,WD ,129500
1537,909281110,70,RL,100.0,9670,Pave,No Alley Access,IR1,HLS,AllPub,Inside,Mod,Crawfor,Norm,Norm,1Fam,2Story,8,6,1935,1950,Gable,CompShg,BrkFace,Stucco,Stone,40.0,3,3,PConc,3,2,1,LwQ,210.0,Unf,0.0,398.0,608.0,GasA,3,Y,SBrkr,983,890,0,1873,0.0,0.0,1,1,4,1,3,9,7,2,4,Detchd,1935.0,3,2.0,786.0,2,3,Y,0,0,207,0,0,0,0,No Fence,None,0,6,2008,WD ,257076
905,909101140,50,RL,60.0,10998,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,5,5,1941,1960,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,CBlock,3,3,1,LwQ,408.0,BLQ,420.0,156.0,984.0,GasA,5,Y,SBrkr,984,620,0,1604,0.0,0.0,2,0,3,1,3,6,5,0,0,Detchd,1977.0,1,2.0,660.0,3,3,Y,0,68,0,0,0,0,0,No Fence,None,0,7,2009,WD ,117000
1532,909275050,70,RL,60.0,7200,Pave,No Alley Access,Reg,HLS,AllPub,Inside,Mod,Crawfor,Norm,Norm,1Fam,2Story,7,6,1931,2000,Gable,CompShg,Stucco,Wd Shng,None,0.0,3,2,BrkTil,4,3,1,Unf,0.0,Unf,0.0,776.0,776.0,GasA,3,Y,SBrkr,851,651,0,1502,0.0,0.0,1,1,3,1,3,6,7,1,4,Attchd,1931.0,2,1.0,270.0,3,3,P,0,0,112,0,0,0,0,MnPrv,None,0,2,2008,WD ,149000
